店號,店名,電話,地址
207654,高昌,07-3539441,高雄市楠梓區創新路615號
229540,清楠,07-3535984,高雄市楠梓區土庫三路25號1號
198002,德民,07-3010218,高雄市楠梓區海專路400號
202165,協和,07-7102783,高雄市鳳山區自由路229號2樓231號1樓2樓
281319,鳳和,07-7990060,高雄市鳳山區中和里自由路202號204號206號
278793,俊瑋,07-7410481,高雄市鳳山區忠義里光復路一段193號
233871,均文化,07-7904351,高雄市鳳山區文華里文化路73號
854443,中東,07-7439740,高雄市鳳山區中山東路88號1樓仁愛路65號1樓
262846,瑞順,07-7194697,高雄市鳳山區瑞興路216號1樓
185752,博瑞,07-7458935,高雄市鳳山區瑞興里博愛路221號223號
279693,科工館,07-3809114,高雄市三民區安發里平等路91號93號
953869,牛潮埔,07-7356353,高雄市鳳山區鎮北里鳳北路60之17號
275912,工協,07-7020916,高雄市鳳山區埤頂里建國路一段79號1樓
252931,銀川,07-5313970,高雄市鼓山區鼓山三路8-25號1樓
237884,海青,07-5219140,高雄市鼓山區青海路641號1樓
238005,藏美,07-5219533,高雄市鼓山區光榮里西藏街6號1樓
277882,美藝,07-5529812,高雄市鼓山區龍水里美術東二路103號1樓
276878,誠美,07-5525694,高雄市鼓山區龍子里裕誠路2080號
257925,Fresh愿橋,07-3100940,高雄市仁武區高楠里霞海路378號
159007,孟新,07-3483129,高雄市左營區自由三路292號
186397,新本館,07-3924430,高雄市三民區大裕路119號
932976,鼎新,07-3104545,高雄市三民區鼎新路82號86號88號1樓
283681,百事達,07-5854682,高雄市左營區左營大路155號
238164,新海勝,07-5882879,高雄市左營區翠華路601巷122號126號
238810,美南,07-5225456,高雄市鼓山區龍水二路1.3號
273260,美武,07-5522647,高雄市鼓山區美術南二路137號
182904,人田,07-5524392,高雄市鼓山區美術東二路7號
277723,美朵,07-5224841,高雄市鼓山區美術東四路132號136號1樓
166924,美賢,07-5224914,高雄市鼓山區美術東四路430號
273271,高美,07-5224427,高雄市鼓山區龍水里美術東二路181號
233505,馬卡龍,07-5869614,高雄市鼓山區馬卡道路353號
231152,福賜,07-5525473,高雄市鼓山區美明路88號
253738,南屏,07-5524582,高雄市左營區新下里華夏路256號
177555,順德,07-5538510,高雄市鼓山區龍子里大順一路860號1樓
229300,連興,07-3229400,高雄市三民區大連街336號1樓
254166,後驛,07-3228514,高雄市三民區安和里察哈爾一街148號1樓
243258,吉江,07-3229453,高雄市三民區合江街39號1樓
115904,元隆,07-3983369,高雄市三民區正興里建元路58號1樓
970761,沅興,07-3828237,高雄市三民區正興里正興路121號123號
242750,興安泰,07-3228221,高雄市三民區重慶街238號
892375,鼎復,07-3848597,高雄市三民區鼎山街566-3號
233996,應昇,07-3951261,高雄市三民區應昇路42號
862190,安冠,07-3953487,高雄市三民區莊敬路289號
281836,豐大,07-3834185,高雄市三民區大昌一路211號
280626,灣勝,07-3955648,高雄市三民區新民路101號103號105號
282057,大義,07-3870742,高雄市三民區大昌二路123號123-1號
148063,春陽,07-3810323,高雄市三民區寶珠里正忠路246號
281135,大德,07-3959257,高雄市三民區寶玉里大豐二路348號350號352號
242336,三民鼎昌,07-3924764,高雄市三民區鼎山街576之1號
243720,三民陽豐,07-3924794,高雄市三民區大豐二路457號
131478,惠民,07-3643954,高雄市楠梓區翠屏里惠民路88號1樓
253749,惠豐,07-3601727,高雄市楠梓區壽豐路517號519號521號
250212,藍田,07-3647132,高雄市楠梓區藍昌路379號1樓
249131,晉學,07-3641146,高雄市楠梓區大學西路815.817號
276373,援中,07-3648149,高雄市楠梓區藍田路1185號
230241,勁援,07-3644589,高雄市楠梓區中興里大學西路62號大學二街102號
281629,興泰,07-3647540,高雄市楠梓區德民路1208號
900197,歐士盟,07-3644743,高雄市楠梓區右昌街619號
913067,廣昌,07-3608353,高雄市楠梓區廣昌里廣昌街140號
235394,艾文,07-6414848,高雄市林園區東林西路99號101號全部
238751,鳳明,07-7879642,高雄市大寮區新厝里鳳林二路160號
982502,欣福誠,07-7684187,高雄市鳳山區五福里五甲三路75號77號1樓
198390,甲誠,07-8310712,高雄市鳳山區三誠路76.78.80號
916402,達家,07-8132874,高雄市前鎮區草衙里草衙二路407號409號411號1樓
253406,南衙,07-8318416,高雄市前鎮區南衙路47號
174361,園中,07-6437338,高雄市林園區中門里中門路15-1號
240880,仁忠,07-6414480,高雄市林園區仁愛路129.131.133號
280006,富田,07-6411294,高雄市林園區林園北路477號1樓
233697,金昭,07-6416607,高雄市林園區林內路119號
143600,新衙,07-8218714,高雄市前鎮區草衙一路41號43號
239189,旗津,07-5719252,高雄市旗津區海岸路9號
132873,康德,07-8413825,高雄市前鎮區鎮興路8號1樓
290210,夢時代二,07-8417102,高雄市前鎮區興邦里中華五路789號7樓
981093,新光和,07-5367297,高雄市前鎮區鄭和南路307號309號
238256,長權,07-3318790,高雄市前鎮區民權二路380號1樓
281168,中仁,07-3387403,高雄市苓雅區興中二路38號1樓
263610,文漾,07-2815281,高雄市新興區文橫二路164-1號.164-2號
162667,長生,07-2610818,高雄市前金區五福三路54號
265513,文東,07-2169478,高雄市前金區新田路226號228號
114602,港后,07-8417962,高雄市小港區平和路156號
230584,新豐,07-8070793,高雄市小港區學府路50號
930660,宏華,07-8069912,高雄市小港區漢民路829號831號1樓
261108,孔鳳,07-7917717,高雄市小港區孔宅里高鳳路332號
208303,高鳳儀,07-7920559,高雄市鳳山區頂庄路209號
231657,保成,07-7924350,高雄市鳳山區南成里和成路350號
275141,心日,07-8152321,高雄市前鎮區忠誠路213號
135746,新保泰,07-7684815,高雄市鳳山區鎮南里龍成路242-1號
238887,正心,07-7224176,高雄市苓雅區正大里輔仁路145號1樓
273466,亞新灣,07-5362832,高雄市前鎮區林森四路255號
229919,總圖,07-3341787,高雄市前鎮區中華五路1421號
208336,克強,07-2691836,高雄市苓雅區自強三路156號
277594,自強,07-2515634,高雄市前金區自強二路39號
249555,龍客,07-2158324,高雄市前金區大同二路1號
279132,美麗島,07-2361722,高雄市新興區中山一路115號(美麗島站內)
872005,山頂,07-7837610,高雄市大寮區內厝路219號
183387,正發,07-7838472,高雄市大寮區會社里鳳林三路421號
280143,華秀,07-8071543,高雄市小港區山明路1之36號
235785,觀雲,07-8415765,高雄市小港區港平路29號
144898,天后,07-8126049,高雄市前鎮區后平路87號1樓
992761,永芳,07-7831908,高雄市大寮區永芳里萬丹路630號
930062,建泰,07-7538356,高雄市鳳山區誠義路2號
115889,武漢,07-7214004,高雄市苓雅區武漢街72號
960764,瑞正,07-7168052,高雄市前鎮區瑞興里瑞北路157號159號
239477,鑫愛群,07-3340695,高雄市前鎮區復興三路435號437號
254465,高雄,07-3367915,高雄市前鎮區復興三路116號
971339,桂德,07-7932498,高雄市小港區桂林里中安路428號
131102,桂安,07-7934767,高雄市小港區孔鳳路557號
174729,樺鑫,07-7928411,高雄市小港區中安路739號
207481,甲智,07-7924107,高雄市鳳山區甲智路103號
239282,永益,07-8013076,高雄市小港區民益路46號1樓及2樓
118741,新漢北,07-8021586,高雄市小港區漢民路132號134號1樓
251710,順苓,07-8039482,高雄市小港區漢民路381號
881685,校和,07-3012204,高雄市楠梓區軍校路658號
263643,新昌,07-3631254,高雄市左營區光輝里後昌路637號639號1樓
197250,慶昌,07-3680748,高雄市楠梓區後昌路722號1樓慶昌街2-1號1樓
252702,秀昌,07-3641295,高雄市楠梓區後昌路858之2號1樓
275222,樂民,07-3634607,高雄市楠梓區加昌里壽民路60號1樓
282482,加群,07-3636174,高雄市楠梓區加昌里40鄰樂群路153號155號1樓
960133,亞新,07-3659953,高雄市楠梓區樂群路76號
232753,新後勁,07-5910659,高雄市楠梓區後昌路139-1號
111832,新後昌,07-3646497,高雄市楠梓區錦屏里後昌路115號1樓
237024,新加昌,07-3644425,高雄市楠梓區加昌路275.277號
261980,好事登,07-3526754,高雄市楠梓區鳳楠路235號朝明路233號
232144,太子城,07-3536760,高雄市楠梓區楠梓路263號265號267號
283706,盛田,07-3519446,高雄市楠梓區享平里興楠路326號
198965,常德,07-3532424,高雄市楠梓區清豐里常德路287號
124610,得富,07-3723458,高雄市仁武區八卦里八德西路246號
996349,長青,07-7327025,高雄市鳥松區大智路5號7號1樓
942755,翔富,07-7805459,高雄市鳳山區文德里濱山街12號1樓
208990,龍平,07-7775941,高雄市鳳山區文平街210號
190019,青文,07-7776482,高雄市鳳山區文衡里文衡路343號
255550,鳳凌,07-7405747,高雄市鳳山區中山路223.225.227號
116789,鎮海,08-8326154,屏東縣東港鎮鎮海路1-100號1-26號1樓
261577,鼎東,08-8325165,屏東縣東港鎮興東里中正路二段491號1樓
170288,林邊,08-8758079,屏東縣林邊鄉仁和里中山路275號277號
235545,飛米,08-8716972,屏東縣枋寮鄉勝利路9號
110275,家的,08-8881053,屏東縣恆春鎮城南里中正路67號1樓
910677,吉春,08-8898264,屏東縣恆春鎮山腳里環城南路60號
208314,恆好,08-8881553,屏東縣恆春鎮恆南路70-1號
184173,鵝鑾鼻,08-8851632,屏東縣恆春鎮鵝鑾里鵝鑾路245.247.249.257號
268213,墾丁,08-8862449,屏東縣恆春鎮墾丁路60號62號
238762,雅客,08-8861871,屏東縣恆春鎮墾丁里墾丁路166號
283968,堡勤,08-7511927,屏東縣屏東市新生里復興南路一段370號1樓
122810,三多利,08-7750032,屏東縣九如鄉大坵村九如路三段56號1樓
201461,欣欣鼎,08-7339511,屏東縣屏東市崇蘭里自由路666號1樓
279349,長治,08-7377784,屏東縣長治鄉新潭村長興路13號1樓
235796,學美,08-8849216,屏東縣內埔鄉學人路321-1號
930659,學興,08-7798902,屏東縣內埔鄉和興村學人路590.592號1樓
264495,學廣,08-7788579,屏東縣內埔鄉內埔村廣濟路2-6號
263458,順越,08-7789176,屏東縣內埔鄉南寧路19、21號
181129,新中勝,08-7707202,屏東縣內埔鄉龍潭村昭勝路13.15號1樓
188234,念楨,08-7708081,屏東縣內埔鄉黎明村黎東路221號1樓
130291,永盛,08-7931503,屏東縣鹽埔鄉鹽中村勝利路81之3號
903794,南州,08-8647408,屏東縣南州鄉溪南村三民路171號
920401,玉光,08-8670860,屏東縣佳冬鄉玉光村中山路67號69號1樓
266309,海豚灣,08-8761758,屏東縣枋山鄉坊山村中山路三段61-3號1樓
263595,南北棧,08-8761583,屏東縣枋山鄉枋山村中山路三段38號
892113,小琉球,08-8614309,屏東縣琉球鄉本福村民生路61號
122382,白燈塔,08-8612496,屏東縣琉球鄉三民區大福村中正路303之2號1樓
182786,花瓶岩,08-8612932,屏東縣琉球鄉本福村中山路51-5號1樓
251695,崇武,08-7511963,屏東縣屏東市崇武里華盛街5-6號
126269,崇蘭,08-7337084,屏東縣屏東市廣東路1588、1590、1592號1樓
283692,崇博,08-7321752,屏東縣屏東市博愛路429號
189134,廣吉,08-7328572,屏東縣屏東市廣東路991之1、991之2號1樓
282862,公裕,08-7329938,屏東縣屏東市北興里廣東路818號
275004,北勢頭,08-7362150,屏東縣屏東市自由路445號
184003,富達,03-9875509,宜蘭縣頭城鎮青雲路一段225號227號1樓
112938,圓達,03-9874660,宜蘭縣礁溪鄉礁溪路七段65號69號
258375,二城,03-9778847,宜蘭縣頭城鎮青雲路一段476號
195265,頭城,03-9778054,宜蘭縣頭城鎮青雲路三段96號1樓
255424,纘祥,03-9774578,宜蘭縣頭城鎮民鋒路18號20號
123008,噶瑪蘭,03-9782335,宜蘭縣頭城鎮復興路58號
130730,壯五,03-9373467,宜蘭縣宜蘭市東港路一段213號1樓
252849,東道,03-9374614,宜蘭縣宜蘭市東港路一段575號
208945,壯美,03-9309346,宜蘭縣壯圍鄉美功路一段40巷1號
280811,全美,03-9309733,宜蘭縣壯圍鄉美城村大福路三段1號5號
277561,駿隆,03-9887913,宜蘭縣礁溪鄉中山路一段175號1樓
260334,森晴,03-9887805,宜蘭縣礁溪鄉仁愛路42.46號
242369,詠富,03-9873209,宜蘭縣礁溪鄉礁溪路五段152號1樓
167824,泉湧,03-9876652,宜蘭縣礁溪鄉玉石村溫泉路15鄰85號1樓
981392,湯圍,03-9883627,宜蘭縣礁溪鄉礁溪路五段51號
228145,永鎮,03-9309121,宜蘭縣壯圍鄉壯濱路四段373號373之1號1樓
934514,蘭陽,03-9366772,宜蘭縣宜蘭市中山路二段101號1樓
264912,農專,03-9355846,宜蘭縣宜蘭市神農路一段96號98號
113399,伍富,03-9365457,宜蘭縣宜蘭市女中路三段26-6號26-7號26-8號
236711,宜莊,03-9333660,宜蘭縣宜蘭市光復路26號
132895,滿冠,03-9330864,宜蘭縣宜蘭市新興路68號1樓
216038,同慶,03-9320912,宜蘭縣宜蘭市中山路三段203號205號207號1樓
211457,承莊,03-9288381,宜蘭縣宜蘭市中山路五段148號
122120,騰豪,03-9288578,宜蘭縣宜蘭市大坡路二段215號217號1樓
265339,員泉,03-9229705,宜蘭縣員山鄉溫泉路1之27號1之28號1樓
233228,謙和,03-9325981,宜蘭縣宜蘭市民族路461號463號1樓
234829,龍坡,03-9280944,宜蘭縣宜蘭市大坡路一段111號113號
235453,枕山,03-9230275,宜蘭縣員山鄉枕山路39之1號1樓
242059,鎮新,03-9333029,宜蘭縣宜蘭市進士路二段406號
165345,昱成,03-9549291,宜蘭縣五結鄉中正路一段174號176號
913300,杰昇,03-9654642,宜蘭縣五結鄉二結路107號1樓
970233,宣宏,03-9558424,宜蘭縣羅東鎮復興路二段257號
201036,新羅興,03-9573130,宜蘭縣羅東鎮興東路23之2號1樓2樓
236700,潤霖,03-9542776,宜蘭縣羅東鎮公正路136號1樓
977418,宜泰,03-9572315,宜蘭縣羅東鎮公園路100號1樓
284628,羅高,03-9518247,宜蘭縣羅東鎮公正路357號359號
111201,徠一,03-9615630,宜蘭縣羅東鎮培英路98號100號
208439,安農,03-9532658,宜蘭縣冬山鄉長春路128號
229344,上將,03-9552430,宜蘭縣三星鄉上將路一段381號
249452,金站,03-9531183,宜蘭縣羅東鎮公正路31號1樓
196671,永義,03-9589042,宜蘭縣冬山鄉義成路三段195號1樓
882644,義成,03-9580078,宜蘭縣冬山鄉義成路三段2號1樓永興路一段452號1樓
199566,麗騰,03-9897137,宜蘭縣三星鄉三星路一段586號
217064,樸隱,03-9899824,宜蘭縣三星鄉大隱村三星路二段25鄰13號
236342,廣安,03-9617629,宜蘭縣冬山鄉廣興路331號333號
217075,詠淇,03-9596549,宜蘭縣冬山鄉香和村冬山路一段725號
209133,蘇澳,03-9963916,宜蘭縣蘇澳鎮中山路一段66號
921183,蘇澳港,03-9955466,宜蘭縣蘇澳鎮蘇東中路4號
882655,南方澳,03-9951870,宜蘭縣蘇澳鎮江夏路27號
187998,振盟,03-9907994,宜蘭縣蘇澳鎮蘇濱路二段302號
256117,冬山武淵,03-9505331,宜蘭縣冬山鄉富農路二段276號1+2樓
260529,親河,03-9507917,宜蘭縣五結鄉親河路二段109.111.113號
110415,豐濱,03-8791893,花蓮縣豐濱鄉三民村三民路61號65號1樓
174305,樂合,03-8980204,花蓮縣玉里鎮樂合里新民路13-1號
153375,玉里,03-8880248,花蓮縣玉里鎮中山路二段90號1樓
980137,鑫盈佳,03-8357526,花蓮縣花蓮市林森路258號1樓
212391,權營,03-8315692,花蓮縣花蓮市民權路25之1號25之2號25之3號1樓
943725,長勝,03-8239707,花蓮縣花蓮市中美路83-1號83-2號
872382,蓮美,03-8227819,花蓮縣花蓮市中美路209號
954437,祥祐,03-8610548,花蓮縣新城鄉順安村北三棧119之6號
967558,富翔,03-8523437,花蓮縣吉安鄉東昌村海岸路77號
912972,慈勝,03-8549692,花蓮縣吉安鄉自強路52號
131836,蓮圓,03-8462539,花蓮縣花蓮市中山路891號893號1樓
151276,蓮恆,03-8580885,花蓮縣吉安鄉北昌村建國路一段49號51號
880671,志學,03-8661330,花蓮縣壽豐鄉志學村7鄰中山路三段6號
196626,吉華,03-8544491,花蓮縣吉安鄉中華路二段172號
174350,愛民,03-8310747,花蓮縣花蓮市民國路22號1樓
235969,福旺,03-8315654,花蓮縣花蓮市和平路259號
233686,大武之心,089-792812,台東縣大武鄉尚武村環港路56號1樓
888099,東漢,089-357252,台東縣台東市正氣北路182號
997652,東捷,089-326614,台東縣台東市豐榮里豐盛路1號
160188,仁毅,089-239371,台東縣台東市馬蘭里新生路680號682號684號1樓
202246,豐喜,089-233342,台東縣台東市豐年里連航路3號
954574,東樂,089-229434,台東縣台東市山西路一段330號
258445,東廣,089-232915,台東縣台東市傳廣路492號1樓
180702,東安,089-342946,台東縣台東市杭州街288號1樓
200538,米鄉,089-864787,台東縣池上鄉福原村中山路241號
122957,關山,089-812792,台東縣關山鎮和平路4號4之1號1樓
188201,跨海,06-9983218,澎湖縣西嶼鄉合界村3-1號
120467,文澳,06-9217471,澎湖縣馬公市文山路53號1樓
166740,澎興,06-9218960,澎湖縣馬公市興仁里雙頭掛1之2號
151391,鎖港,06-9953089,澎湖縣馬公市鎖港里鎖管港段1439號
280408,百麗,06-9218974,澎湖縣馬公市東文里新店路463號1號
113506,揚光,06-9267812,澎湖縣馬公市陽明里中華路175號1樓
930545,新台澎,06-9263856,澎湖縣馬公市中正路85號
274540,澎衛,06-9264241,澎湖縣馬公市西衛里光復路408號
237932,永興順,06-9228176,澎湖縣湖西鄉隘門34之2號
257257,馬公三多,06-9267596,澎湖縣馬公市三多路99號1樓
941202,澎技,06-9264367,澎湖縣馬公市朝陽里三多路45號
922201,文光,06-9276453,澎湖縣馬公市光榮里三多路338號
900762,西衛,06-9276457,澎湖縣馬公市光榮里光復路297號
987806,馬公,06-9267402,澎湖縣馬公市光復路59號
209476,海藍,069-219135,澎湖縣馬公市西文澳118-3號
181750,馬航,06-9228847,澎湖縣湖西鄉隘門村126之5號1樓(馬公航空站一樓航廈)
206617,山隴,083-625711,連江縣南竿鄉介壽村232號233號284號
250348,塘岐,083-655554,連江縣北竿鄉塘岐村219號
194192,鈦湖,082-334638,金門縣金湖鎮新市里太湖路二段217號1樓
210351,金門醫院,082-336385,金門縣金湖鎮復興路2-1號1樓
263078,新再發,082-334313,金門縣金湖鎮復興路8號10號
250108,新山外,082-337068,金門縣金湖鎮山外里復興西路2號
970059,新沙美,082-355723,金門縣金沙鎮汶沙里國中路2號
970820,金寧,082-321534,金門縣金寧鄉環島北路一段711號
281179,金石,082-323642,金門縣金城鎮民權路192號196號1樓
284156,樂多,082-321114,金門縣金寧鄉伯玉路二段229號
255055,金生,082-322784,金門縣金城鎮西門里民生路67.69號
236331,金民,082-323404,金門縣金城鎮民生路9號1樓
237851,金央,082-321424,金門縣金寧鄉伯玉路一段222之8號1樓
253668,金門城,082-326654,金門縣金城鎮金門城128-6號
882921,金亮,082-371831,金門縣金城鎮民權路73號1F2F75號1F2F光前路85-2號1F85-3號1F
241263,下埔下,082-329374,金門縣金寧鄉慈湖路一段69.71號
